Time     Altitude  Dwnrg Dst    Stage     Mass           TWR      AZ(cmd)     HOR AOA      Pitch   Vert AOA       Orbvel		   Incl       Ecctr
367.58       124.1136     0      2    305076.7822    2.1796    120.8116    0    -0.494    0       4843.2361      39.1651    0.6178
368.42       124.0776     0      2    303842.5903    2.1884    120.8322    0    -0.5053    0       4860.9034      39.1698    0.615
369.26       124.0407     0      2    302611.1145    2.1973    120.8533    0    -0.5165    0       4878.6357      39.1748    0.6122
370.1       124.003     0      2    301378.7537    2.2063    120.8749    0    -0.5274    0       4896.4867      39.1803    0.6094
370.94       123.9643     0      2    300144.7144    2.2154    120.8971    0    -0.538    0       4914.3538      39.186    0.6065
371.78       123.9249     0      2    298914.032    2.2245    120.9198    0    -0.5484    0       4932.3276      39.1922    0.6036
372.62       123.8846     0      2    297681.488    2.2337    120.943    0    -0.5583    0       4950.3968      39.1986    0.6007
373.46       123.8434     0      2    296447.1436    2.243    120.9667    0    -0.5678    0       4968.5076      39.2053    0.5978
374.3       123.8015     0      2    295217.1021    2.2524    120.9908    0    -0.577    0       4986.6845      39.2123    0.5949
375.14       123.7589     0      2    293984.8938    2.2618    121.0153    0    -0.5858    0       5004.9865      39.2196    0.5919
375.98       123.7154     0      2    292751.1902    2.2713    121.0402    0    -0.594    0       5023.3768      39.2271    0.5889
376.82       123.6713     0      2    291516.571    2.281    121.0654    0    -0.6017    0       5041.7784      39.2347    0.5859
377.66       123.6265     0      2    290286.1938    2.2906    121.0908    0    -0.6092    0       5060.3123      39.2426    0.5828
378.5       123.581     0      2    289051.7273    2.3004    121.1166    0    -0.6159    0       5078.8917      39.2507    0.5798
379.34       123.5349     0      2    287820.7703    2.3102    121.1427    0    -0.6223    0       5097.5473      39.2588    0.5767
380.18       123.4882     0      2    286589.2029    2.3202    121.1689    0    -0.6282    0       5116.2715      39.2672    0.5736
381.02       123.441     0      2    285357.3914    2.3302    121.1954    0    -0.6335    0       5135.1649      39.2757    0.5704
381.86       123.3932     0      2    284121.3684    2.3403    121.2222    0    -0.6382    0       5154.0749      39.2842    0.5673
382.7       123.3449     0      2    282888.6414    2.3505    121.2491    0    -0.6425    0       5173.037      39.2929    0.5641
383.54       123.2961     0      2    281658.3557    2.3608    121.2761    0    -0.6463    0       5192.1093      39.3017    0.5609
384.38       123.2469     0      2    280425.8118    2.3712    121.3033    0    -0.6496    0       5211.2665      39.3105    0.5576
385.22       123.1973     0      2    279193.2678    2.3816    121.3306    0    -0.6523    0       5230.5063      39.3195    0.5543
386.06       123.1473     0      2    277960.9985    2.3922    121.3581    0    -0.6544    0       5249.7976      39.3284    0.5511
386.9       123.097     0      2    276730.1636    2.4028    121.3857    0    -0.6561    0       5269.2417      39.3375    0.5477
387.74       123.0464     0      2    275495.636    2.4136    121.4133    0    -0.6571    0       5288.7369      39.3465    0.5444
388.58       122.9956     0      2    274263.0615    2.4244    121.441    0    -0.6576    0       5308.3362      39.3556    0.541
389.42       122.9446     0      2    273028.9001    2.4354    121.4688    0    -0.6575    0       5328.0026      39.3647    0.5376
390.26       122.8934     0      2    271797.3938    2.4464    121.4967    0    -0.6569    0       5347.7416      39.3738    0.5342
391.1       122.842     0      2    270565.4297    2.4576    121.5245    0    -0.6558    0       5367.5853      39.3828    0.5307
391.92       122.7918     0      2    269332.8857    2.4688    121.5523    0    -0.654    0       5387.5182      39.3919    0.5272
392.76       122.7404     0      2    268100.3418    2.4802    121.5801    0    -0.6517    0       5407.5389      39.4007    0.5237
393.6       122.6889     0      2    266867.7673    2.4916    121.6078    0    -0.6488    0       5427.6182      39.4104    0.5202
394.44       122.6364     0      2    265637.0239    2.5032    121.6366    0    -0.6454    0       5447.8306      39.417    0.5166
395.28       122.5864     0      2    264404.2664    2.5148    121.6607    0    -0.6413    0       5468.154      39.4202    0.513
396.12       122.5353     0      2    263171.6919    2.5266    121.6808    0    -0.6369    0       5488.5748      39.4237    0.5093
396.96       122.4845     0      2    261939.4226    2.5385    121.7014    0    -0.6322    0       5509.0969      39.4279    0.5057
397.8       122.4327     0      2    260707.2144    2.5505    121.7232    0    -0.6272    0       5529.7933      39.4325    0.5019
398.64       122.3835     0      2    259470.2454    2.5627    121.7454    0    -0.6219    0       5550.5142      39.4374    0.4982
399.48       122.3334     0      2    258237.9761    2.5749    121.7679    0    -0.6164    0       5571.3125      39.4426    0.4944
400.32       122.2836     0      2    257008.3923    2.5872    121.791    0    -0.6108    0       5592.2258      39.4482    0.4906
401.16       122.2329     0      2    255775.0702    2.5997    121.8146    0    -0.6048    0       5613.3118      39.4541    0.4868
402       122.1838     0      2    254540.9088    2.6123    121.8387    0    -0.5985    0       5634.3786      39.4602    0.4829
402.84       122.135     0      2    253311.8134    2.625    121.8631    0    -0.5921    0       5655.6984      39.4666    0.479
403.68       122.0866     0      2    252074.9207    2.6379    121.8878    0    -0.5851    0       5677.0436      39.4732    0.4751
404.52       122.0386     0      2    250842.5751    2.6508    121.9128    0    -0.5781    0       5698.4818      39.4798    0.4711
405.36       121.991     0      2    249611.8622    2.6639    121.938    0    -0.5708    0       5720.0405      39.4866    0.4671
406.2       121.9439     0      2    248379.5319    2.6771    121.9634    0    -0.5632    0       5741.719      39.4935    0.4631
407.04       121.8973     0      2    247146.9879    2.6904    121.9889    0    -0.5553    0       5763.509      39.5005    0.459
407.88       121.8513     0      2    245914.3982    2.7039    122.0146    0    -0.5471    0       5785.4507      39.5074    0.4549
408.72       121.8058     0      2    244679.6265    2.7176    122.0403    0    -0.5386    0       5807.3975      39.5144    0.4507
409.56       121.7608     0      2    243451.4618    2.7313    122.0661    0    -0.53    0       5829.5518      39.5214    0.4465
410.4       121.7165     0      2    242216.9342    2.7452    122.0919    0    -0.521    0       5851.8065      39.5284    0.4423
411.24       121.6728     0      2    240984.2377    2.7593    122.1177    0    -0.5116    0       5874.1728      39.5354    0.438
412.08       121.6298     0      2    239751.3123    2.7734    122.1436    0    -0.502    0       5896.6928      39.5424    0.4337
412.92       121.5875     0      2    238517.2882    2.7878    122.1696    0    -0.4921    0       5919.2553      39.5494    0.4294
413.76       121.546     0      2    237286.5906    2.8023    122.1955    0    -0.482    0       5941.9428      39.5564    0.425
414.6       121.5051     0      2    236056.2439    2.8169    122.2215    0    -0.4716    0       5964.8415      39.5634    0.4205
415.44       121.4651     0      2    234819.7937    2.8317    122.2476    0    -0.4608    0       5987.8066      39.5704    0.4161
416.28       121.4259     0      2    233588.501    2.8466    122.2736    0    -0.4497    0       6010.8791      39.5774    0.4116
417.12       121.3876     0      2    232356.8878    2.8617    122.2997    0    -0.4384    0       6034.0607      39.5843    0.407
417.96       121.3502     0      2    231125.6714    2.8769    122.3257    0    -0.4269    0       6057.4021      39.5913    0.4024
418.8       121.3137     0      2    229893.4479    2.8924    122.3519    0    -0.415    0       6080.9562      39.5983    0.3978
419.64       121.2781     0      2    228656.4941    2.908    122.378    0    -0.4026    0       6104.524      39.6052    0.3931
420.48       121.2436     0      2    227426.1475    2.9237    122.4042    0    -0.3901    0       6128.2689      39.6121    0.3884
421.32       121.2108     0.11      2    226192.337    2.9397    122.4304    0    -0.3773    0       6151.5779      39.6191    0.3836
422.42       121.1685     0.09      2    224960.2051    2.9558    122.4566    0    -0.3642    0       6183.5634      39.6281    0.3773
423.5       121.1288     0      2    223289.566    2.9779    122.4911    0    -0.3456    0       6214.0985      39.637    0.3711
424.54       121.0924     0      2    221731.72    2.9988    122.5246    0    -0.3278    0       6244.8548      39.6449    0.3649
425.38       121.0643     0      3    221645.5161    3    122.5565    0    -0.3106    0       6268.8005      39.6506    0.36
426.1       121.0411     0      3    219063.2477    3.0354    122.5805    0    -0.2975    0       6289.8178      39.6558    0.3557
426.82       121.0188     0      3    218015.1672    3.05    122.6022    0    -0.2852    0       6310.6688      39.661    0.3514
427.56       120.9969     0.1      3    216978.7903    3.0645    122.6239    0    -0.2729    0       6332.1759      39.6659    0.3469
428.32       120.9754     0      3    215884.6741    3.0801    122.6463    0    -0.259    0       6354.2304      39.6716    0.3424
429.06       120.9555     0      3    214828.3081    3.0952    122.669    0    -0.2457    0       6375.6859      39.6782    0.338
429.8       120.9367     0      3    213777.2064    3.1104    122.6931    0    -0.2328    0       6397.0832      39.6846    0.3335
430.54       120.9188     0      3    212734.0546    3.1257    122.7169    0    -0.2198    0       6418.5185      39.6908    0.329
431.28       120.902     0      3    211694.4275    3.141    122.7404    0    -0.2067    0       6439.9456      39.6969    0.3246
432.02       120.8862     0      3    210660.5988    3.1564    122.7639    0    -0.1936    0       6461.3253      39.7031    0.3201
432.76       120.8714     0      3    209633.667    3.1719    122.7874    0    -0.1806    0       6482.7477      39.7092    0.3155
433.5       120.8577     0      3    208610.4431    3.1875    122.8109    0    -0.1674    0       6504.1974      39.7152    0.311
434.24       120.8451     0      3    207589.798    3.2031    122.8344    0    -0.1541    0       6525.6365      39.7212    0.3065
434.98       120.8336     0      3    206576.5381    3.2188    122.8578    0    -0.1408    0       6547.0424      39.7271    0.3019
435.72       120.8231     0      3    205568.8782    3.2346    122.8811    0    -0.1275    0       6568.3924      39.733    0.2973
436.46       120.8138     0      3    204569.0002    3.2504    122.9044    0    -0.1142    0       6589.7894      39.7388    0.2928
437.2       120.8055     0      3    203571.4264    3.2664    122.9276    0    -0.1008    0       6611.1934      39.7445    0.2882
437.94       120.7984     0      3    202579.7272    3.2823    122.9508    0    -0.0873    0       6632.4857      39.7502    0.2836
438.68       120.7924     0      3    201596.8323    3.2983    122.9739    0    -0.074    0       6653.8935      39.7558    0.2789
439.42       120.7876     0      3    200613.8153    3.3145    122.997    0    -0.0604    0       6675.267      39.7614    0.2743
440.16       120.7839     0      3    199637.1155    3.3307    123.0201    0    -0.0467    0       6696.6503      39.7669    0.2696
440.9       120.7814     0      3    198665.741    3.347    123.0431    0    -0.033    0       6717.914      39.7724    0.265
441.64       120.7801     0      3    197703.5217    3.3633    123.066    0    -0.0194    0       6739.2645      39.7778    0.2603
442.38       120.78     0      3    196742.5995    3.3797    123.089    0    -0.0056    0       6760.5983      39.7831    0.2556
443.12       120.7811     0      3    195786.7432    3.3962    123.1118    0    0.0083    0       6781.9134      39.7884    0.2509
443.86       120.7834     0      3    194836.4563    3.4128    123.1347    0    0.0223    0       6803.3152      39.7937    0.2462
444.6       120.787     0      3    193887.3901    3.4295    123.1575    0    0.0364    0       6824.5673      39.7989    0.2415
445.34       120.7919     0      3    192950.0885    3.4462    123.1802    0    0.0505    0       6845.866      39.8041    0.2367
446.08       120.798     0      3    192013.504    3.463    123.2029    0    0.0646    0       6867.2271      39.8092    0.232
446.82       120.8054     0      3    191080.7495    3.4799    123.2256    0    0.079    0       6888.4727      39.8143    0.2272
447.56       120.8141     0      3    190156.6315    3.4968    123.2482    0    0.0933    0       6909.7535      39.8193    0.2224
448.3       120.8241     0      3    189235.6567    3.5138    123.2708    0    0.1077    0       6931.0304      39.8242    0.2176
449.04       120.8355     0      3    188319.1528    3.5309    123.2933    0    0.1222    0       6952.3363      39.8291    0.2128
449.78       120.8482     0      3    187406.4484    3.5481    123.3158    0    0.1368    0       6973.5508      39.834    0.208
450.52       120.8623     0      3    186501.6632    3.5653    123.3383    0    0.1514    0       6994.8172      39.8388    0.2032
451.26       120.8777     0      3    185598.8007    3.5827    123.3607    0    0.1662    0       7016.0752      39.8436    0.1983
452       120.8946     0      3    184701.767    3.6001    123.3831    0    0.181    0       7037.2755      39.8483    0.1935
452.74       120.9128     0      3    183810.5164    3.6175    123.4055    0    0.1959    0       7058.5014      39.853    0.1886
453.48       120.9325     0      3    182922.8668    3.6351    123.4278    0    0.2109    0       7079.7047      39.8577    0.1837
454.22       120.9536     0      3    182040.7867    3.6527    123.4501    0    0.2259    0       7100.8906      39.8622    0.1788
454.96       120.9762     0      3    181162.9028    3.6704    123.4723    0    0.241    0       7122.0851      39.8668    0.1739
455.7       121.0002     0      3    180289.566    3.6882    123.4946    0    0.2562    0       7143.2869      39.8713    0.169
456.44       121.0258     0      3    179420.2271    3.706    123.5167    0    0.2716    0       7164.4762      39.8758    0.1641
457.18       121.0528     0      3    178555.2521    3.724    123.5389    0    0.287    0       7185.6431      39.8802    0.1591
457.92       121.0814     0      3    177695.2667    3.742    123.561    0    0.3024    0       7206.849      39.8846    0.1542
458.66       121.1115     0      3    176838.4399    3.7601    123.5831    0    0.318    0       7227.9784      39.8889    0.1492
459.4       121.1431     0      3    175988.8458    3.7783    123.6051    0    0.3336    0       7249.1353      39.8932    0.1442
460.14       121.1763     0      3    175141.3727    3.7966    123.6271    0    0.3494    0       7270.298      39.8974    0.1392
460.88       121.2112     0      3    174298.7366    3.8149    123.6491    0    0.3652    0       7291.388      39.9016    0.1342
461.62       121.2476     0      3    173462.7075    3.8333    123.671    0    0.3811    0       7312.5477      39.9058    0.1292
462.36       121.2856     0      3    172627.7313    3.8519    123.693    0    0.3971    0       7333.6742      39.9099    0.1242
463.1       121.3253     0      3    171798.2178    3.8705    123.7148    0    0.4132    0       7354.8155      39.914    0.1192
463.84       121.3666     0      3    170972.6105    3.8891    123.7367    0    0.4294    0       7375.9102      39.9181    0.1141
464.58       121.4096     0      3    170152.1606    3.9079    123.7585    0    0.4456    0       7396.9645      39.9221    0.1091
465.32       121.4543     0      3    169337.7686    3.9267    123.7803    0    0.4619    0       7418.0338      39.9261    0.104
466.04       121.4994     0.08      3    168526.2299    3.9456    123.802    0    0.4783    0       7438.5318      39.9299    0.0991
466.78       121.5474     0.08      3    167718.8263    3.9646    123.8237    0    0.4948    0       7459.5909      39.9338    0.094
467.52       121.5972     0.08      3    166915.6494    3.9837    123.8454    0    0.5114    0       7480.6233      39.9376    0.089
468.26       121.6488     0.14      3    166117.7216    4.0028    123.8671    0    0.528    0       7501.6497      39.9414    0.0839
469       121.7021     0.08      3    165322.5708    4.0221    123.8887    0    0.5447    0       7522.7553      39.9452    0.0788
469.74       121.7572     0.08      3    164529.8157    4.0414    123.9103    0    0.5617    0       7543.6987      39.9489    0.0737
470.48       121.8142     0.08      3    163746.46    4.0608    123.9319    0    0.5785    0       7564.7422      39.9527    0.0686
471.22       121.8729     0.14      3    162962.0056    4.0803    123.9534    0    0.5955    0       7585.7822      39.9563    0.0635
471.84       121.9236     0      3    162162.2162    4.1004    123.9751    0    0.6119    0       7603.3735      39.9594    0.0593
472.44       121.9738     0      3    161534.1492    4.1164    123.9925    0    0.6257    0       7620.3576      39.9623    0.0552
473.04       122.0253     0      3    160910.4919    4.1323    124.0099    0    0.6397    0       7637.336      39.9652    0.0511
473.64       122.078     0      3    160288.62    4.1484    124.0273    0    0.6538    0       7654.3237      39.9681    0.0471
474.24       122.132     0      3    159669.0216    4.1645    124.0447    0    0.6682    0       7671.3003      39.971    0.043
474.82       122.1855     0      3    159052.2919    4.1806    124.062    0    0.6828    0       7687.6657      39.9737    0.0392
475.42       122.2421     0      3    158439.3158    4.1968    124.0794    0    0.6975    0       7704.6355      39.9766    0.0352
476.02       122.3     0      3    157827.1179    4.2131    124.0968    0    0.7125    0       7721.5723      39.9794    0.0314
476.62       122.3593     0      3    157218.3228    4.2294    124.1141    0    0.7277    0       7738.5766      39.9822    0.0277
477.22       122.42     0      3    156609.1766    4.2458    124.1315    0    0.7432    0       7755.5233      39.985    0.0241
477.82       122.4821     0      3    156005.7983    4.2623    124.1488    0    0.7588    0       7772.3719      39.9878    0.0208
478.42       122.5456     0      3    155406.662    4.2787    124.1661    0    0.7746    0       7789.2943      39.9906    0.018
479.02       122.6105     0      3    154807.373    4.2953    124.1835    0    0.7906    0       7806.1836      39.9934    0.0158
479.62       122.677     0      3    154211.4258    4.3119    124.2008    0    0.8068    0       7823.1399      39.9962    0.0146
480.22       122.7449     0      3    153615.1428    4.3286    124.2181    0    0.8233    0       7840.0414      39.9989    0.0147
480.84       122.8167     0      3    153024.0631    4.3453    124.2354    0    0.8399    0       7854.0837      40.0012    0.0157
481.32       122.8727     0      3    152670.5322    4.3554    124.2531    0    0.853    0       7854.0134      40.0012    0.0157
481.68       122.9147     0      3    152670.4407    4.3554    124.2619    0    0.8518    0       7853.9607      40.0012    0.0157
482.04       122.9567     0      3    152670.3339    4.3554    124.2703    0    0.852    0       7853.908      40.0012    0.0157
482.4       122.9987     0      3    152670.2271    4.3554    124.2786    0    0.8521    0       7853.8552      40.0012    0.0157
482.76       123.0408     0      3    152670.1202    4.3554    124.2869    0    0.8522    0       7853.8025      40.0012    0.0157
483.12       123.0828     0      3    152670.0134    4.3554    124.2953    0    0.8523    0       7853.7498      40.0012    0.0157
483.48       123.1248     0      3    152669.9066    4.3554    124.3036    0    0.8525    0       7853.697      40.0012    0.0157
483.84       123.1669     0      3    152669.7998    4.3554    124.3119    0    0.8526    0       7853.6443      40.0012    0.0157
484.2       123.2089     0      3    152669.693    4.3554    124.3202    0    0.8527    0       7853.5916      40.0012    0.0157
484.56       123.251     0      3    152669.5862    4.3554    124.3285    0    0.8528    0       7853.5389      40.0012    0.0157
484.92       123.293     0      3    152669.4794    4.3554    124.3368    0    0.8529    0       7853.4861      40.0012    0.0157
485.28       123.3351     0      3    152669.3726    4.3554    124.3451    0    0.8531    0       7853.4334      40.0012    0.0157
485.64       123.3772     0      3    152669.281    4.3554    124.3533    0    0.8532    0       7853.3807      40.0012    0.0157
486       123.4192     0      3    152669.1742    4.3554    124.3616    0    0.8533    0       7853.328      40.0012    0.0157
486.36       123.4613     0      3    152669.0674    4.3554    124.3699    0    0.8534    0       7853.2753      40.0012    0.0157
486.72       123.5034     0      3    152668.9606    4.3554    124.3781    0    0.8536    0       7853.2226      40.0012    0.0157
487.08       123.5455     0      3    152668.8538    4.3554    124.3864    0    0.8537    0       7853.1698      40.0012    0.0157
487.44       123.5876     0      3    152668.7469    4.3554    124.3946    0    0.8538    0       7853.1171      40.0012    0.0157
487.8       123.6297     0      3    152668.6401    4.3554    124.4029    0    0.8539    0       7853.0644      40.0012    0.0157
488.16       123.6718     0      3    152668.5333    4.3554    124.4111    0    0.854    0       7853.0117      40.0012    0.0157
488.52       123.7139     0      3    152668.4265    4.3554    124.4193    0    0.8542    0       7852.959      40.0012    0.0157
488.88       123.756     0      3    152668.3197    4.3554    124.4275    0    0.8543    0       7852.9063      40.0012    0.0157
489.24       123.7982     0      3    152668.2129    4.3554    124.4357    0    0.8544    0       7852.8536      40.0012    0.0157
489.6       123.8403     0      3    152668.1061    4.3554    124.4439    0    0.8545    0       7852.8009      40.0012    0.0157
489.96       123.8824     0      3    152668.0145    4.3554    124.4521    0    0.8546    0       7852.7482      40.0012    0.0157
490.32       123.9246     0      3    152667.9077    4.3554    124.4603    0    0.8547    0       7852.6955      40.0012    0.0157
490.68       123.9667     0      3    152667.8009    4.3554    124.4685    0    0.8549    0       7852.6428      40.0012    0.0157
491.04       124.0089     0      3    152667.6941    4.3555    124.4767    0    0.855    0       7852.5901      40.0012    0.0157
491.4       124.051     0      3    152667.5873    4.3555    124.4849    0    0.8551    0       7852.5374      40.0012    0.0157
491.76       124.0932     0      3    152667.4805    4.3555    124.493    0    0.8552    0       7852.4847      40.0012    0.0157
492.12       124.1354     0      3    152667.3737    4.3555    124.5012    0    0.8553    0       7852.432      40.0012    0.0157
