Time     Altitude  Dwnrg Dst    Stage     Mass           TWR     Throt      AZ(cmd)     HOR AOA      Pitch   Vert AOA       Orbvel		   Incl       Ecctr
91.02       28.1389     20.42      1    1022648.0713    2.6174       100    120.6868    0    40.647    0       1278.7614      34.365    0.9802
91.56       28.4809     20.82      1    1017822.6318    2.6105       100    120.6922    0    40.4647    0       1288.8552      34.4133    0.9799
92.1       28.825     21.23      1    1013037.1094    2.603       100    120.6975    0    40.2837    0       1298.9438      34.4611    0.9795
92.64       29.1713     21.64      1    1008282.5317    2.5999       100    120.7028    0    40.1033    0       1309.0822      34.5085    0.9792
93.18       29.5197     22.05      1    1003541.5649    2.5998       100    120.708    0    39.9237    0       1319.2988      34.5556    0.9789
93.72       29.8702     22.47      1    998800.5371    2.6032       100    120.7131    0    39.7452    0       1329.5997      34.6025    0.9785
94.26       30.2229     22.9      1    994067.5049    2.6089       100    120.7182    0    39.568    0       1339.8823      34.6488    0.9781
94.8       30.5777     23.33      1    989372.8027    2.614       100    120.7232    0    39.3924    0       1350.2202      34.6947    0.9778
95.34       30.9346     23.77      1    984684.6924    2.62       100    120.7282    0    39.2183    0       1360.6095      34.7402    0.9774
95.88       31.2937     24.21      1    980012.8174    2.6229       100    120.7332    0    39.0455    0       1371.0635      34.7854    0.977
96.42       31.6549     24.66      1    975342.4072    2.63       100    120.7381    0    38.8742    0       1381.6382      34.8305    0.9767
96.96       32.0182     25.11      1    970665.8325    2.6394       100    120.7429    0    38.7045    0       1392.1676      34.8749    0.9763
97.5       32.3837     25.57      1    966047.6074    2.6414       100    120.7477    0    38.5363    0       1402.6178      34.9184    0.9759
98.04       32.7512     26.03      1    961482.4829    2.6411       100    120.7525    0    38.3697    0       1413.0849      34.9615    0.9755
98.58       33.1207     26.5      1    956943.2373    2.6352       100    120.7572    0    38.2044    0       1423.5462      35.004    0.9751
99.12       33.4924     26.97      1    952435.3027    2.6276       100    120.7619    0    38.0396    0       1434.0648      35.0463    0.9747
99.66       33.866     27.45      1    947938.1104    2.6256       100    120.7666    0    37.8759    0       1444.5792      35.088    0.9743
100.2       34.2417     27.93      1    943474.6704    2.6249       100    120.7712    0    37.7132    0       1455.1488      35.1294    0.9739
100.74       34.6194     28.42      1    939017.6392    2.628       100    120.7758    0    37.5519    0       1465.7422      35.1704    0.9735
101.28       34.9991     28.92      1    934591.1255    2.6285       100    120.7803    0    37.3916    0       1476.2946      35.2107    0.9731
101.82       35.3807     29.42      1    930202.9419    2.6276       100    120.7849    0    37.2321    0       1486.8935      35.2507    0.9727
102.36       35.7644     29.93      1    925825.9277    2.6284       100    120.7894    0    37.0738    0       1497.5389      35.2904    0.9722
102.9       36.15     30.44      1    921462.9517    2.6278       100    120.7939    0    36.9167    0       1508.1747      35.3296    0.9718
103.44       36.5376     30.96      1    917139.7095    2.6261       100    120.7984    0    36.7608    0       1518.7474      35.3681    0.9714
103.98       36.927     31.48      1    912861.6333    2.6237       100    120.8028    0    36.6059    0       1529.3381      35.4062    0.9709
104.52       37.3184     32.01      1    908606.5674    2.6191       100    120.8072    0    36.4521    0       1539.9118      35.4439    0.9705
105.06       37.7116     32.54      1    904384.6436    2.6126       100    120.8116    0    36.299    0       1550.5408      35.4812    0.97
105.6       38.1067     33.08      1    900166.8701    2.6131       100    120.816    0    36.1468    0       1561.225      35.5183    0.9696
106.14       38.5037     33.62      1    895969.4824    2.6122       100    120.8204    0    35.9956    0       1571.7844      35.5545    0.9691
106.68       38.9025     34.17      1    891846.1914    2.6048       100    120.8247    0    35.8454    0       1582.2322      35.5901    0.9687
107.22       39.303     34.73      1    887779.1138    2.5955       100    120.8291    0    35.6963    0       1592.6727      35.6251    0.9682
107.76       39.7053     35.29      1    883745.4834    2.5799       100    120.8335    0    35.5482    0       1603.0363      35.6596    0.9678
108.3       40.1093     35.86      1    879767.2119    2.5624       100    120.8378    0    35.4004    0       1613.328      35.6936    0.9673
108.84       40.5149     36.43      1    875837.5244    2.5484       100    120.8421    0    35.2527    0       1623.6081      35.7271    0.9669
109.38       40.9221     37      1    871929.1382    2.5387       100    120.8465    0    35.1054    0       1633.995      35.7605    0.9664
109.92       41.331     37.59      1    868012.207    2.5347       100    120.8508    0    34.9586    0       1644.4045      35.7937    0.9659
110.46       41.7415     38.18      1    864115.6006    2.5353       100    120.855    0    34.8122    0       1654.8758      35.8266    0.9654
111       42.1536     38.77      1    860215.8203    2.5441       100    120.8593    0    34.6666    0       1665.4039      35.8593    0.965
111.54       42.5674     39.37      1    856328.9795    2.5506       100    120.8635    0    34.5222    0       1675.9207      35.8916    0.9645
112.08       42.9828     39.97      1    852468.3838    2.5533       100    120.8678    0    34.379    0       1686.3623      35.9233    0.964
112.62       43.3998     40.58      1    848668.335    2.548       100    120.872    0    34.2376    0       1696.573      35.954    0.9635
113.16       43.8182     41.2      1    844972.9004    2.526       100    120.8763    0    34.0977    0       1706.4932      35.9837    0.963
113.7       44.2379     41.82      1    841400.0854    2.4882       100    120.8806    0    33.9586    0       1716.0631      36.0122    0.9626
114.24       44.6589     42.44      1    837965.0879    2.4341       100    120.885    0    33.8195    0       1725.2779      36.0396    0.9621
114.78       45.081     43.07      1    834676.1475    2.3667       100    120.8894    0    33.6803    0       1733.9938      36.0655    0.9617
115.32       45.5039     43.71      1    831575.8057    2.2861       100    120.8939    0    33.5407    0       1742.1669      36.0899    0.9612
115.86       45.9275     44.35      1    828678.4668    2.1923       100    120.8985    0    33.4009    0       1749.6536      36.1125    0.9608
116.4       46.3515     44.99      1    826028.9917    2.0795       100    120.9032    0    33.2605    0       1756.4125      36.1333    0.9605
116.94       46.7756     45.64      1    823628.6011    1.9528       100    120.908    0    33.1188    0       1762.4287      36.1521    0.9601
117.48       47.1997     46.29      1    821488.4644    1.8137       100    120.9127    0    32.9756    0       1767.7838      36.1694    0.9598
118.02       47.6235     46.94      1    819556.1523    1.6781       100    120.9179    0    32.8304    0       1772.7772      36.1862    0.9595
118.56       48.0469     47.6      1    817748.5962    1.5609       100    120.9235    0    32.6803    0       1777.5137      36.2025    0.9592
119.1       48.4697     48.26      1    816036.499    1.4653       100    120.9293    0    32.5259    0       1782.0067      36.218    0.9589
119.64       48.8918     48.92      1    814411.7432    1.3947       100    120.9349    0    32.3692    0       1786.2976      36.233    0.9586
120.18       49.3133     49.59      1    812855.4688    1.3418       100    120.9403    0    32.2113    0       1790.4343      36.2474    0.9584
120.72       49.7338     50.26      1    811365.8447    1.2955       100    120.9455    0    32.0526    0       1794.2963      36.2612    0.9581
121.26       50.1535     50.93      1    809976.0742    1.2482       100    120.9507    0    31.8948    0       1797.8618      36.2741    0.9579
121.8       50.5722     51.6      1    808686.2793    1.1997       100    120.9561    0    31.7381    0       1801.1571      36.2865    0.9576
122.34       50.9898     52.28      1    807489.0137    1.1467       100    120.9616    0    31.5807    0       1804.2387      36.2985    0.9574
122.88       51.4062     52.96      1    806360.7788    1.0948       100    120.9673    0    31.4215    0       1807.1727      36.31    0.9571
123.42       51.8214     53.64      1    805290.4053    1.0486       100    120.9729    0    31.2603    0       1809.92      36.321    0.9569
123.96       52.2353     54.32      1    804286.3159    1.0076       100    120.9783    0    31.1    0       1812.5435      36.3317    0.9567
124.5       52.6478     55      1    803322.6929    0.9748       100    120.9838    0    30.9386    0       1815.1131      36.3423    0.9565
125.04       53.059     55.69      1    802382.2632    0.9485       100    120.9894    0    30.7749    0       1817.6771      36.3529    0.9563
125.58       53.4687     56.38      1    801447.4487    0.9314       100    120.9948    0    30.6097    0       1820.2639      36.3634    0.9561
126.12       53.8771     57.07      1    800515.1367    0.9227       100    121.0002    0    30.4439    0       1822.8252      36.3738    0.9558
126.66       54.284     57.76      1    799597.168    0.9151       100    121.0055    0    30.2783    0       1825.2476      36.3837    0.9556
127.2       54.6895     58.46      1    798730.835    0.904       100    121.0109    0    30.1156    0       1827.5903      36.3934    0.9554
127.74       55.0935     59.15      1    797890.1367    0.8904       100    121.0162    0    29.9548    0       1829.9185      36.4031    0.9552
128.28       55.496     59.85      1    797062.5    0.8751       100    121.0216    0    29.7915    0       1832.2209      36.4126    0.955
128.82       55.8969     60.55      1    796245.1782    0.8623       100    121.0269    0    29.6266    0       1834.5319      36.4222    0.9548
129.36       56.2964     61.26      1    795430.542    0.8562       100    121.0322    0    29.4617    0       1836.8525      36.4317    0.9546
130.06       56.8119     62.17      1    794618.6523    0.8524       100    121.0375    0    29.297    0       1839.8766      36.444    0.9543
130.78       57.3395     63.12      1    793508.7891    0.8513       100    121.0444    0    29.0837    0       1843.1046      36.4569    0.954
131.52       57.8788     64.09      1    792401.062    0.8509       100    121.0516    0    28.8586    0       1846.3331      36.4698    0.9537
132.26       58.4153     65.07      1    791298.584    0.8507       100    121.0588    0    28.6338    0       1849.6052      36.4826    0.9535
